OA,Super Group,Super Group Name,Group,Group Name,Sub Group,Local Authority
E00017917,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017918,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017919,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017920,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017921,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017922,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00017923,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017924,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Newham
E00017925,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Newham
E00017926,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00017927,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017928,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017930,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017931,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017932,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017933,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Newham
E00017934,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017935,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017936,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017937,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017938,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017939,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017940,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017941,B,High Density & High Rise Flats,B2,Bangladeshi enclaves,B2a,Newham
E00017942,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017943,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017944,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017945,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017946,C,Settled Asians,C3,East End Asians,C3b,Newham
E00017947,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017948,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017949,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017950,C,Settled Asians,C3,East End Asians,C3b,Newham
E00017952,B,High Density & High Rise Flats,B2,Bangladeshi enclaves,B2b,Newham
E00017953,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017954,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017955,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017956,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017957,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017958,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017959,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Newham
E00017960,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017961,B,High Density & High Rise Flats,B2,Bangladeshi enclaves,B2a,Newham
E00017962,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017963,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017965,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017966,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017967,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017968,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1a,Newham
E00017969,C,Settled Asians,C3,East End Asians,C3c,Newham
E00017970,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017971,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017972,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017973,C,Settled Asians,C3,East End Asians,C3b,Newham
E00017974,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017975,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017976,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017977,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017978,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017979,C,Settled Asians,C3,East End Asians,C3c,Newham
E00017980,C,Settled Asians,C3,East End Asians,C3a,Newham
E00017981,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017982,C,Settled Asians,C3,East End Asians,C3b,Newham
E00017983,C,Settled Asians,C3,East End Asians,C3b,Newham
E00017984,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00017985,C,Settled Asians,C3,East End Asians,C3b,Newham
E00017986,C,Settled Asians,C3,East End Asians,C3b,Newham
E00017987,C,Settled Asians,C3,East End Asians,C3b,Newham
E00017988,C,Settled Asians,C3,East End Asians,C3a,Newham
E00017989,C,Settled Asians,C3,East End Asians,C3b,Newham
E00017990,C,Settled Asians,C3,East End Asians,C3b,Newham
E00017991,C,Settled Asians,C3,East End Asians,C3b,Newham
E00017992,C,Settled Asians,C3,East End Asians,C3b,Newham
E00017993,C,Settled Asians,C3,East End Asians,C3a,Newham
E00017994,C,Settled Asians,C3,East End Asians,C3b,Newham
E00017995,C,Settled Asians,C3,East End Asians,C3b,Newham
E00017996,C,Settled Asians,C3,East End Asians,C3a,Newham
E00017997,C,Settled Asians,C3,East End Asians,C3a,Newham
E00017999,C,Settled Asians,C3,East End Asians,C3b,Newham
E00018000,C,Settled Asians,C3,East End Asians,C3b,Newham
E00018001,C,Settled Asians,C3,East End Asians,C3b,Newham
E00018003,C,Settled Asians,C3,East End Asians,C3b,Newham
E00018004,C,Settled Asians,C3,East End Asians,C3a,Newham
E00018005,C,Settled Asians,C3,East End Asians,C3b,Newham
E00018006,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018007,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018008,C,Settled Asians,C3,East End Asians,C3b,Newham
E00018009,B,High Density & High Rise Flats,B2,Bangladeshi enclaves,B2b,Newham
E00018010,C,Settled Asians,C3,East End Asians,C3c,Newham
E00018011,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018012,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018013,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018014,C,Settled Asians,C3,East End Asians,C3b,Newham
E00018015,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018016,C,Settled Asians,C3,East End Asians,C3b,Newham
E00018017,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018018,C,Settled Asians,C3,East End Asians,C3b,Newham
E00018019,C,Settled Asians,C3,East End Asians,C3a,Newham
E00018020,C,Settled Asians,C3,East End Asians,C3b,Newham
E00018021,C,Settled Asians,C3,East End Asians,C3a,Newham
E00018022,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018023,C,Settled Asians,C3,East End Asians,C3b,Newham
E00018024,C,Settled Asians,C3,East End Asians,C3b,Newham
E00018025,C,Settled Asians,C3,East End Asians,C3a,Newham
E00018026,C,Settled Asians,C3,East End Asians,C3b,Newham
E00018027,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00018028,C,Settled Asians,C3,East End Asians,C3b,Newham
E00018029,C,Settled Asians,C3,East End Asians,C3b,Newham
E00018030,C,Settled Asians,C3,East End Asians,C3b,Newham
E00018031,C,Settled Asians,C3,East End Asians,C3b,Newham
E00018032,C,Settled Asians,C3,East End Asians,C3a,Newham
E00018033,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018034,C,Settled Asians,C3,East End Asians,C3b,Newham
E00018035,C,Settled Asians,C3,East End Asians,C3b,Newham
E00018036,C,Settled Asians,C3,East End Asians,C3b,Newham
E00018037,C,Settled Asians,C3,East End Asians,C3b,Newham
E00018038,C,Settled Asians,C3,East End Asians,C3b,Newham
E00018039,C,Settled Asians,C3,East End Asians,C3a,Newham
E00018040,C,Settled Asians,C3,East End Asians,C3b,Newham
E00018041,C,Settled Asians,C3,East End Asians,C3b,Newham
E00018042,C,Settled Asians,C3,East End Asians,C3b,Newham
E00018043,C,Settled Asians,C3,East End Asians,C3b,Newham
E00018044,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00018045,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018046,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00018047,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018048,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00018049,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018050,C,Settled Asians,C3,East End Asians,C3c,Newham
E00018051,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00018052,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018053,B,High Density & High Rise Flats,B2,Bangladeshi enclaves,B2b,Newham
E00018054,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018055,B,High Density & High Rise Flats,B2,Bangladeshi enclaves,B2b,Newham
E00018056,B,High Density & High Rise Flats,B2,Bangladeshi enclaves,B2b,Newham
E00018057,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00018058,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018059,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00018060,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00018061,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018062,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018063,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018064,C,Settled Asians,C3,East End Asians,C3b,Newham
E00018065,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1a,Newham
E00018066,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018067,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018068,C,Settled Asians,C3,East End Asians,C3a,Newham
E00018069,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018070,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018071,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018072,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018073,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00018074,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018075,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018076,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018077,C,Settled Asians,C3,East End Asians,C3a,Newham
E00018078,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018079,C,Settled Asians,C3,East End Asians,C3b,Newham
E00018080,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018081,C,Settled Asians,C3,East End Asians,C3b,Newham
E00018082,C,Settled Asians,C3,East End Asians,C3c,Newham
E00018083,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00018084,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00018085,C,Settled Asians,C3,East End Asians,C3a,Newham
E00018086,C,Settled Asians,C3,East End Asians,C3a,Newham
E00018087,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018088,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018089,E,City Vibe,E1,City & student fringe,E1a,Newham
E00018090,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018091,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018092,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018093,C,Settled Asians,C3,East End Asians,C3b,Newham
E00018094,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018095,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018096,B,High Density & High Rise Flats,B2,Bangladeshi enclaves,B2b,Newham
E00018097,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018098,C,Settled Asians,C3,East End Asians,C3b,Newham
E00018099,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018100,C,Settled Asians,C3,East End Asians,C3b,Newham
E00018101,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018102,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018104,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018105,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018106,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018107,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018108,C,Settled Asians,C3,East End Asians,C3a,Newham
E00018109,C,Settled Asians,C3,East End Asians,C3a,Newham
E00018111,C,Settled Asians,C3,East End Asians,C3b,Newham
E00018112,C,Settled Asians,C3,East End Asians,C3b,Newham
E00018113,C,Settled Asians,C3,East End Asians,C3b,Newham
E00018114,C,Settled Asians,C3,East End Asians,C3a,Newham
E00018115,C,Settled Asians,C3,East End Asians,C3a,Newham
E00018116,C,Settled Asians,C3,East End Asians,C3b,Newham
E00018117,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018118,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00018119,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00018120,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018121,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00018122,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00018123,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018124,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Newham
E00018125,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018126,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018127,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Newham
E00018129,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018130,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018131,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018132,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018133,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018134,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00018135,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018136,C,Settled Asians,C3,East End Asians,C3b,Newham
E00018137,C,Settled Asians,C3,East End Asians,C3b,Newham
E00018138,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018139,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00018140,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018141,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00018142,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00018143,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00018144,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00018145,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Newham
E00018146,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018147,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00018148,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1c,Newham
E00018149,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Newham
E00018150,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00018151,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018152,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018153,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018154,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00018155,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00018156,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018157,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018158,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018159,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Newham
E00018160,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018161,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018162,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Newham
E00018163,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Newham
E00018164,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00018165,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Newham
E00018166,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018167,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Newham
E00018168,C,Settled Asians,C3,East End Asians,C3a,Newham
E00018169,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018170,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018171,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018172,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018173,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018174,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018175,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018176,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018177,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018178,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018179,C,Settled Asians,C3,East End Asians,C3c,Newham
E00018180,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018181,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018182,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018183,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018184,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00018185,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018186,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018187,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018188,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018189,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018190,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018191,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00018192,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018193,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018194,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Newham
E00018195,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00018197,D,Urban Elites,D1,Educational advantage,D1c,Newham
E00018198,D,Urban Elites,D1,Educational advantage,D1c,Newham
E00018199,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00018201,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1a,Newham
E00018204,E,City Vibe,E1,City & student fringe,E1b,Newham
E00018205,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Newham
E00018206,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00018208,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1b,Newham
E00018209,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Newham
E00018210,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1a,Newham
E00018211,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00018212,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Newham
E00018213,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1c,Newham
E00018214,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1a,Newham
E00018215,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1c,Newham
E00018216,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1b,Newham
E00018218,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018220,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018221,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018222,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00018223,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018224,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018225,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00018226,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1b,Newham
E00018227,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Newham
E00018230,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Newham
E00018231,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018232,B,High Density & High Rise Flats,B2,Bangladeshi enclaves,B2a,Newham
E00018233,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018235,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018236,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018237,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00018238,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018239,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018240,B,High Density & High Rise Flats,B3,Students & minority mix,B3a,Newham
E00018241,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018242,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018243,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018244,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1c,Newham
E00018246,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018250,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018251,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Newham
E00018252,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018253,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018254,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018255,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018257,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018259,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018260,B,High Density & High Rise Flats,B2,Bangladeshi enclaves,B2a,Newham
E00018262,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018263,C,Settled Asians,C3,East End Asians,C3a,Newham
E00018264,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018267,C,Settled Asians,C3,East End Asians,C3a,Newham
E00018268,C,Settled Asians,C3,East End Asians,C3a,Newham
E00018269,C,Settled Asians,C3,East End Asians,C3b,Newham
E00018270,B,High Density & High Rise Flats,B2,Bangladeshi enclaves,B2b,Newham
E00018271,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018272,C,Settled Asians,C3,East End Asians,C3c,Newham
E00018273,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018274,C,Settled Asians,C3,East End Asians,C3c,Newham
E00018275,C,Settled Asians,C3,East End Asians,C3a,Newham
E00018276,C,Settled Asians,C3,East End Asians,C3a,Newham
E00018277,C,Settled Asians,C3,East End Asians,C3a,Newham
E00018278,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018279,C,Settled Asians,C3,East End Asians,C3c,Newham
E00018280,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018282,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018283,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018284,C,Settled Asians,C3,East End Asians,C3a,Newham
E00018285,C,Settled Asians,C3,East End Asians,C3a,Newham
E00018286,C,Settled Asians,C3,East End Asians,C3a,Newham
E00018287,C,Settled Asians,C3,East End Asians,C3a,Newham
E00018288,C,Settled Asians,C3,East End Asians,C3a,Newham
E00018289,C,Settled Asians,C3,East End Asians,C3a,Newham
E00018290,C,Settled Asians,C3,East End Asians,C3a,Newham
E00018291,C,Settled Asians,C3,East End Asians,C3b,Newham
E00018292,C,Settled Asians,C3,East End Asians,C3a,Newham
E00018293,C,Settled Asians,C3,East End Asians,C3a,Newham
E00018294,C,Settled Asians,C3,East End Asians,C3a,Newham
E00018295,C,Settled Asians,C3,East End Asians,C3a,Newham
E00018296,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018297,C,Settled Asians,C1,Asian owner occupiers,C1a,Newham
E00018298,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018299,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018300,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018301,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018302,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018303,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018304,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018305,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1a,Newham
E00018306,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Newham
E00018307,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Newham
E00018308,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1a,Newham
E00018309,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Newham
E00018310,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
E00018311,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1a,Newham
E00018312,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1b,Newham
E00018313,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Newham
