"","name","type","geometry"
"1855","Pub: Verkehrsberuhigte Ostzone","nightlife",c(13.3994454, 52.5222726)
"1856","Pub: Berliner Krug","nightlife",c(13.283696, 52.5054902)
"1857","Pub: Wolfs Inn","nightlife",c(13.28734, 52.4955834)
"1858","Pub: Metzer Eck","nightlife",c(13.4162151, 52.5317831)
"1859","Pub: Eine wie keine","nightlife",c(13.4724024, 52.5079991)
"1860","Pub: Home Bar","nightlife",c(13.4708823, 52.5070704)
"1861","Pub: Feuerwache","nightlife",c(13.5122301, 52.4645019)
"1862","Pub: Filmrisz","nightlife",c(13.4552008, 52.5182639)
"1863","Pub: Cake","nightlife",c(13.4463077, 52.4989479)
"1864","Pub: Berlinchen","nightlife",c(13.3439385, 52.4669935)
"1865","Pub: The Pips","nightlife",c(13.3919887, 52.5262035)
"1866","Pub: Hafenklause","nightlife",c(13.5847616, 52.4223579)
"1867","Pub: Bar am Ufer","nightlife",c(13.4525655, 52.4812647)
"1868","Pub: MacLaren","nightlife",c(13.4551962, 52.5135122)
"1869","Pub: Lerchen & Eulen","nightlife",c(13.4307682, 52.5021595)
"1870","Pub: Crack Bellmer","nightlife",c(13.4547707, 52.5075865)
"1871","Pub: Cumulus","nightlife",c(13.2965678, 52.4989308)
"1872","Pub: Filmkunstbar Fitzcarraldo","nightlife",c(13.4291002, 52.4960774)
"1873","Pub: Little Pub","nightlife",c(13.4058213, 52.5510184)
"1874","Pub: Molle 2","nightlife",c(13.3709688, 52.5585914)
"1875","Pub: Bierquelle","nightlife",c(13.372928, 52.556423)
"1876","Pub: Zosch","nightlife",c(13.3936806, 52.5259961)
"1877","Pub: Bierstube","nightlife",c(13.4293384, 52.49567)
"1878","Pub: Rummels Perle","nightlife",c(13.4261396, 52.4966099)
"1879","Pub: Weinstube","nightlife",c(13.3926783, 52.5638989)
"1880","Pub: Zur letzten Runde","nightlife",c(13.2830282, 52.5107285)
"1881","Pub: Hackendahl","nightlife",c(13.3871001, 52.5253797)
"1882","Pub: Handwerkerstübchen","nightlife",c(13.4268923, 52.4752731)
"1883","Pub: Dennewitz-Klause","nightlife",c(13.3653627, 52.4964129)
"1884","Pub: Freekick","nightlife",c(13.4545027, 52.474802)
"1885","Pub: Inselnest","nightlife",c(13.3615872, 52.4839719)
"1886","Pub: Subito","nightlife",c(13.3369866, 52.5285632)
"1887","Pub: Cafe Cox","nightlife",c(13.336155, 52.5284066)
"1888","Pub: Zero","nightlife",c(13.308142, 52.4980519)
"1889","Pub: nopa","nightlife",c(13.3142714, 52.4998738)
"1890","Pub: Prinzknecht","nightlife",c(13.3429055, 52.4990021)
"1891","Pub: Bierbaum","nightlife",c(13.3049601, 52.5025469)
"1892","Pub: Finale Sportsbar","nightlife",c(13.4302526, 52.4859127)
"1893","Pub: Kleine Apotheke","nightlife",c(13.4334249, 52.4847785)
"1894","Pub: Nation Palace","nightlife",c(13.3259497, 52.53081)
"1895","Pub: Billard House","nightlife",c(13.4508986, 52.5047722)
"1896","Pub: K6","nightlife",c(13.3503688, 52.5005192)
"1897","Pub: Musik Café Z","nightlife",c(13.3027389, 52.5244296)
"1898","Pub: Zur Linde","nightlife",c(13.2875442, 52.5168207)
"1899","Pub: Gabiko","nightlife",c(13.3068951, 52.4983853)
"1900","Pub: Anno64","nightlife",c(13.4028527, 52.4901689)
"1901","Pub: Klo","nightlife",c(13.3130692, 52.5021824)
"1902","Pub: Zum Seelentröster Zwei","nightlife",c(13.4278173, 52.4845937)
"1903","Pub: p two Restaurant & Cocktailbar","nightlife",c(13.5503857, 52.4388659)
"1904","Pub: Bristol Bar","nightlife",c(13.3274951, 52.5041989)
"1905","Pub: Liquor Store","nightlife",c(13.2997936, 52.4980166)
"1906","Pub: Vogt’s Bier-Express","nightlife",c(13.3877805, 52.4936581)
"1907","Pub: Alte Post","nightlife",c(13.32798, 52.458182)
"1908","Pub: Alptraum","nightlife",c(13.3837733, 52.4950452)
"1909","Pub: Alte Berliner Schänke","nightlife",c(13.3173928, 52.4866566)
"1910","Pub: Tresen-Treff","nightlife",c(13.3367481, 52.488047)
"1911","Pub: Bierbar","nightlife",c(13.3863939, 52.5206941)
"1912","Pub: Bilderpinte","nightlife",c(13.4385652, 52.5431068)
"1913","Pub: Simon´s","nightlife",c(13.3443232, 52.4461419)
"1914","Pub: Richie's Cafe-Bar","nightlife",c(13.3476337, 52.5486051)
"1915","Pub: Bigalke","nightlife",c(13.3219846, 52.4668934)
"1916","Pub: Holsten-Eck","nightlife",c(13.394772, 52.4918221)
"1917","Pub: Remise No 1","nightlife",c(13.3854334, 52.4444833)
"1918","Pub: Bingo","nightlife",c(13.2906532, 52.581113)
"1919","Pub: Bierhaus Tempelhof","nightlife",c(13.385955, 52.4667941)
"1920","Pub: Turandot","nightlife",c(13.3922155, 52.4894903)
"1921","Pub: Quelleck","nightlife",c(13.385434, 52.5288404)
"1922","Pub: Vereins-Eck 67","nightlife",c(13.3784434, 52.4585332)
"1923","Pub: Blumenthal-Eck","nightlife",c(13.3813757, 52.459772)
"1924","Pub: Bose-Eck","nightlife",c(13.377428, 52.4627447)
"1925","Pub: Pool Position","nightlife",c(13.2227914, 52.5365649)
"1926","Pub: Mittenmang","nightlife",c(13.3236421, 52.4869473)
"1927","Pub: Ollis Hauptquatier","nightlife",c(13.3230605, 52.4872998)
"1928","Pub: Zur Blauen Mühle","nightlife",c(13.3584436, 52.5445528)
"1929","Pub: Anadolu Kolübü Mozaik","nightlife",c(13.3650909, 52.5516922)
"1930","Pub: Laidak","nightlife",c(13.4284116, 52.4797107)
"1931","Pub: Omega Bar","nightlife",c(13.4427307, 52.471595)
"1932","Pub: Loco Bar","nightlife",c(13.4327838, 52.4652875)
"1933","Pub: Schwarzes Cafe","nightlife",c(13.3241601, 52.5055586)
"1934","Pub: Kleine Wirtin","nightlife",c(13.3220063, 52.5067111)
"1935","Pub: Balla Balla","nightlife",c(13.5115169, 52.4564311)
"1936","Pub: Café Cralle","nightlife",c(13.363522, 52.550607)
"1937","Pub: Heiligensee Schänke","nightlife",c(13.2292382, 52.6256811)
"1938","Pub: Zur Fischerpinte","nightlife",c(13.3335979, 52.5418185)
"1939","Pub: The Moonlight","nightlife",c(13.2774619, 52.5094377)
"1940","Pub: Uh-Länder","nightlife",c(13.3227685, 52.4904849)
"1941","Pub: Jonas","nightlife",c(13.3636771, 52.4863418)
"1942","Pub: Erx Lounge","nightlife",c(13.3485076, 52.480489)
"1943","Pub: Bateau Ivre","nightlife",c(13.4225958, 52.5004839)
"1944","Pub: AltoAdige Tagesbar","nightlife",c(13.299933, 52.5056523)
"1945","Pub: Willi Moellers Holzkohlebar","nightlife",c(13.426909, 52.4731837)
"1946","Pub: Dart's e.V.","nightlife",c(13.4223976, 52.4747729)
"1947","Pub: Uhland Eck","nightlife",c(13.3228483, 52.4866674)
"1948","Pub: aky","nightlife",c(13.4320754, 52.4865933)
"1949","Pub: Arcanoa","nightlife",c(13.3868088, 52.4880065)
"1950","Pub: Heidelberger Krug","nightlife",c(13.3918258, 52.4886356)
"1951","Pub: Sponholz","nightlife",c(13.3402711, 52.4752829)
"1952","Pub: Atlantic","nightlife",c(13.3899477, 52.4898238)
"1953","Pub: Destille","nightlife",c(13.3870441, 52.4903858)
"1954","Pub: Langer Wirt","nightlife",c(13.291197, 52.5137959)
"1955","Pub: Glaube Liebe Hoffnung","nightlife",c(13.2937627, 52.5176799)
"1956","Pub: Schelle","nightlife",c(13.3009001, 52.502485)
"1957","Pub: Tomsky","nightlife",c(13.4245632, 52.5332865)
"1958","Pub: Vagabund Brauerei","nightlife",c(13.3493543, 52.5478615)
"1959","Pub: Mittendrin","nightlife",c(13.3086505, 52.5077469)
"1960","Pub: Café Samsun","nightlife",c(13.3815587, 52.4927316)
"1961","Pub: Tessen","nightlife",c(13.466393, 52.5569068)
"1962","Pub: Kindl-Klause","nightlife",c(13.4417298, 52.4762529)
"1963","Pub: Gegenüber","nightlife",c(13.4155869, 52.5517425)
"1964","Pub: Hafenbar Tegel","nightlife",c(13.2744151, 52.5883425)
"1965","Pub: BKK - Bierkombinat Kreuzberg","nightlife",c(13.4248322, 52.4977242)
"1966","Pub: Traber-Treff","nightlife",c(13.3917788, 52.4316958)
"1967","Pub: Ilse-Eck","nightlife",c(13.4353311, 52.4696305)
"1968","Pub: Nogat-Klause","nightlife",c(13.4373716, 52.4698895)
"1969","Pub: Wir-Zwei","nightlife",c(13.3027532, 52.4452657)
"1970","Pub: Schurke","nightlife",c(13.3814005, 52.4933515)
"1971","Pub: The Castle Pub","nightlife",c(13.4541734, 52.5150559)
"1972","Pub: Soldiner Eck","nightlife",c(13.3893127, 52.5580237)
"1973","Pub: Alt-Berliner-Eck","nightlife",c(13.3919548, 52.564066)
"1974","Pub: Wollank-Krug","nightlife",c(13.3909105, 52.5635083)
"1975","Pub: Zum Kattegat Dock 7","nightlife",c(13.390811, 52.564252)
"1976","Pub: Union Jack The Whisky Pub","nightlife",c(13.3175767, 52.5080852)
"1977","Pub: Irish Pub","nightlife",c(13.3380498, 52.5044014)
"1978","Pub: Fahimi Bar","nightlife",c(13.4197773, 52.4992668)
"1979","Pub: Finnegan's Irish Pub","nightlife",c(13.3294928, 52.4579798)
"1980","Pub: Goldene Gans","nightlife",c(13.4049492, 52.3983822)
"1981","Pub: Brotmaus","nightlife",c(13.4016273, 52.425861)
"1982","Pub: Bunker - Siedlerkrug","nightlife",c(13.539689, 52.3996413)
"1983","Pub: Cafe BB21","nightlife",c(13.3309915, 52.5300414)
"1984","Pub: Freidrichskeller","nightlife",c(13.6256296, 52.4561568)
"1985","Pub: Pforte III","nightlife",c(13.3530757, 52.5238928)
"1986","Pub: Gudruns Bierstuben","nightlife",c(13.3218779, 52.6088081)
"1987","Pub: Platzwart Kickerbar","nightlife",c(13.4298656, 52.5030199)
"1988","Pub: Flamingo Bar","nightlife",c(13.1880147, 52.5375644)
"1989","Pub: Melodie","nightlife",c(13.3950458, 52.4931223)
"1990","Pub: Schwalbe","nightlife",c(13.4168361, 52.5454292)
"1991","Pub: Banko Bar","nightlife",c(13.3641509, 52.562744)
"1992","Pub: Kaktus","nightlife",c(13.3641331, 52.5715506)
"1993","Pub: Schmidt's Bierstuben","nightlife",c(13.1765056, 52.5488018)
"1994","Pub: Studentenclub Spelunke","nightlife",c(13.5113925, 52.496401)
"1995","Pub: Zeitlos","nightlife",c(13.2973978, 52.498468)
"1996","Pub: Rickenbacker's music inn","nightlife",c(13.331239, 52.4918908)
"1997","Pub: Blues Garage","nightlife",c(13.3692589, 52.488283)
"1998","Pub: Zum Sargnagel","nightlife",c(13.3880881, 52.4395128)
"1999","Pub: Bar Central","nightlife",c(13.4118777, 52.537527)
"2000","Pub: Joe’s Bar","nightlife",c(13.411919, 52.5370973)
"2001","Pub: Trommel","nightlife",c(13.4050279, 52.5336288)
"2002","Pub: Kitty Cheng","nightlife",c(13.4043349, 52.5298949)
"2003","Pub: Emi Wynehouse","nightlife",c(13.4076092, 52.5289242)
"2004","Pub: Schmittz","nightlife",c(13.4052548, 52.5293034)
"2005","Pub: BIP","nightlife",c(13.3972266, 52.5674731)
"2006","Pub: Bar Centrale","nightlife",c(13.384595, 52.4931716)
"2007","Pub: Yorks","nightlife",c(13.3843452, 52.4932202)
"2008","Pub: Efes Pub","nightlife",c(13.3510537, 52.5413179)
"2009","Pub: Trifthouse","nightlife",c(13.35463, 52.5427323)
"2010","Pub: Café Imparator","nightlife",c(13.3445581, 52.4711724)
"2011","Pub: Galander","nightlife",c(13.3831496, 52.4919033)
"2012","Pub: Pörx","nightlife",c(13.3954671, 52.4932861)
"2013","Pub: UnterRock","nightlife",c(13.397891, 52.4930238)
"2014","Pub: Cafe Bar An","nightlife",c(13.4255186, 52.4873922)
"2015","Pub: Boddin-Eck","nightlife",c(13.425587, 52.479883)
"2016","Pub: Oberbaumeck","nightlife",c(13.4424795, 52.5013028)
"2017","Pub: Sameheads","nightlife",c(13.4394686, 52.4778422)
"2018","Pub: Heidenpeters","nightlife",c(13.431339, 52.5019958)
"2019","Pub: Zum Holländer","nightlife",c(13.359624, 52.562069)
"2020","Pub: Kollo","nightlife",c(13.3904227, 52.4879284)
"2021","Pub: Flaschenzug","nightlife",c(13.4370459, 52.4694291)
"2022","Pub: Pavement","nightlife",c(13.3249711, 52.4992414)
"2023","Pub: Möve im Felsenkeller","nightlife",c(13.3557868, 52.4865023)
"2024","Pub: ES","nightlife",c(13.3006497, 52.5003625)
"2025","Pub: Café Morena","nightlife",c(13.3571511, 52.5519145)
"2026","Pub: Mike's IM-T","nightlife",c(13.4690712, 52.5187948)
"2027","Pub: Zur Molle","nightlife",c(13.424843, 52.4750423)
"2028","Pub: Bruchberg","nightlife",c(13.4261908, 52.4742607)
"2029","Pub: Savo","nightlife",c(13.425115, 52.4741447)
"2030","Pub: Frollein Langner","nightlife",c(13.425172, 52.4739351)
"2031","Pub: Tagblatt","nightlife",c(13.4612024, 52.514415)
"2032","Pub: Château Kaputt","nightlife",c(13.3615501, 52.4817341)
"2033","Pub: Duman","nightlife",c(13.3185692, 52.505858)
"2034","Pub: Wirtshaus Alte Dorfecke","nightlife",c(13.3780404, 52.4657153)
"2035","Pub: Big Apple","nightlife",c(13.4150628, 52.554895)
"2036","Pub: Kuckucksei","nightlife",c(13.3522441, 52.492128)
"2037","Pub: Dogma","nightlife",c(13.4146772, 52.5400295)
"2038","Pub: Kallasch &","nightlife",c(13.3365728, 52.5329151)
"2039","Pub: Der fliegende Holländer","nightlife",c(13.3057094, 52.5147142)
"2040","Pub: Amarcord","nightlife",c(13.3291357, 52.4688271)
"2041","Pub: Berliner Marcus Bräu","nightlife",c(13.4090377, 52.5240459)
"2042","Pub: CCCP","nightlife",c(13.40876, 52.5287235)
"2043","Pub: Paparazzi 63","nightlife",c(13.6030647, 52.5389857)
"2044","Pub: E. & M. Leydicke","nightlife",c(13.3666463, 52.4926599)
"2045","Pub: Leuchtturm","nightlife",c(13.3597959, 52.4877517)
"2046","Pub: Breslau (Fuego)","nightlife",c(13.3361421, 52.4720113)
"2047","Pub: Spinnrad","nightlife",c(13.3192741, 52.4718182)
"2048","Pub: Zum Salzmann","nightlife",c(13.498878, 52.4972843)
"2049","Pub: Sturm-Ecke","nightlife",c(13.5004123, 52.4410289)
"2050","Pub: Der Neue Oldtimer","nightlife",c(13.342572, 52.5002949)
"2051","Pub: Türkisches Vereinsheim","nightlife",c(13.3018927, 52.5126869)
"2052","Pub: Norberts","nightlife",c(13.1959654, 52.5477418)
"2053","Pub: Your Pub","nightlife",c(13.1576344, 52.5333329)
"2054","Pub: Dream Baby Dream","nightlife",c(13.4266317, 52.5310506)
"2055","Pub: Marienhof","nightlife",c(13.4239667, 52.5348162)
"2056","Pub: Deftig","nightlife",c(13.5807743, 52.4557266)
"2057","Pub: Grosse Freiheit 114","nightlife",c(13.4561277, 52.5135013)
"2058","Pub: Café 76","nightlife",c(13.3771914, 52.5597421)
"2059","Pub: Oh! Calcutta","nightlife",c(13.3774088, 52.5552586)
"2060","Pub: Bierstube Kajüte","nightlife",c(13.5259497, 52.4021822)
"2061","Pub: TSV Casino","nightlife",c(13.4849979, 52.4248789)
"2062","Pub: Exil Bar","nightlife",c(13.4176155, 52.5003774)
"2063","Pub: Kick-Inn","nightlife",c(13.5108863, 52.4571352)
"2064","Pub: Schöneberger Bierstube","nightlife",c(13.3522954, 52.4849965)
"2065","Pub: Puschel's Pub","nightlife",c(13.3631433, 52.5005331)
"2066","Pub: Cafe Galaxy","nightlife",c(13.4924047, 52.5121657)
"2067","Pub: Murphy's Irish Pub","nightlife",c(13.3872773, 52.5223889)
"2068","Pub: Lalaloli","nightlife",c(13.5560978, 52.5578486)
"2069","Pub: Diener Tattersall","nightlife",c(13.3236218, 52.5047062)
"2070","Pub: Spud Bencer","nightlife",c(13.4496074, 52.5107163)
"2071","Pub: Schnelle Quelle","nightlife",c(13.4073023, 52.5239343)
"2072","Pub: Männerhort","nightlife",c(13.4223047, 52.6070803)
"2073","Pub: Cliffs of Dooneen","nightlife",c(13.4176079, 52.5372167)
"2074","Pub: Zum gemütlichen Laternchen","nightlife",c(13.3283071, 52.5321631)
"2075","Pub: Die kleine Kneipe","nightlife",c(13.5139043, 52.464088)
"2076","Pub: Edison Pub","nightlife",c(13.5137334, 52.4632228)
"2077","Pub: ROCK or BUST","nightlife",c(13.514251, 52.4626672)
"2078","Pub: Gaststätte Weberwiese","nightlife",c(13.4452962, 52.5158984)
"2079","Pub: Bretterbude","nightlife",c(13.4584652, 52.51375)
"2080","Pub: Griffin","nightlife",c(13.3952209, 52.5322403)
"2081","Pub: Alte Welt","nightlife",c(13.4230065, 52.4856544)
"2082","Pub: Friedenauer Pub","nightlife",c(13.3372779, 52.4735537)
"2083","Pub: Händelklause","nightlife",c(13.3150674, 52.4497249)
"2084","Pub: Zaher's","nightlife",c(13.3904778, 52.4901191)
"2085","Pub: Mann-Teufel-Eck","nightlife",c(13.3767252, 52.4598724)
"2086","Pub: Straßenbräu","nightlife",c(13.4694413, 52.5055379)
"2087","Pub: Velvet","nightlife",c(13.4384993, 52.4789992)
"2088","Pub: Uff de Ecke","nightlife",c(13.3254346, 52.4589454)
"2089","Pub: Franken","nightlife",c(13.4222028, 52.5005879)
"2090","Pub: Eiche - Bürgerstube","nightlife",c(13.3992717, 52.5680471)
"2091","Pub: Kladower Hof","nightlife",c(13.1408015, 52.4528383)
"2092","Pub: Kumpelstübchen","nightlife",c(13.3716915, 52.5605183)
"2093","Pub: Maybe Bar","nightlife",c(13.5431427, 52.4346885)
"2094","Pub: Abseitsfalle","nightlife",c(13.5729657, 52.45971)
"2095","Pub: Zur Laterne","nightlife",c(13.3983776, 52.5412806)
"2096","Pub: Das Kapital","nightlife",c(13.4427226, 52.4739056)
"2097","Pub: Eselsbrücke","nightlife",c(13.4161076, 52.5482874)
"2098","Pub: Tante Käthe","nightlife",c(13.4030041, 52.5404473)
"2099","Pub: Skatklause","nightlife",c(13.2826514, 52.5863522)
"2100","Pub: Pasteur-Stübchen","nightlife",c(13.4375183, 52.5315312)
"2101","Pub: Café Babel","nightlife",c(13.4288757, 52.5315419)
"2102","Pub: Revolte Bar","nightlife",c(13.4655043, 52.5183538)
"2103","Pub: Zum Stübchen","nightlife",c(13.4884078, 52.4661742)
"2104","Pub: Wildenbruch","nightlife",c(13.4460766, 52.4863519)
"2105","Pub: Halli-Galli","nightlife",c(13.331117, 52.4585133)
"2106","Pub: White Pearl","nightlife",c(13.3311233, 52.4583379)
"2107","Pub: B&B Saloon","nightlife",c(13.3486866, 52.5503278)
"2108","Pub: Brüsseler Eck","nightlife",c(13.3523695, 52.5485308)
"2109","Pub: Kutscher Kneipe","nightlife",c(13.3526819, 52.5483345)
"2110","Pub: Alte Zeiten Kiez","nightlife",c(13.3479184, 52.5507574)
"2111","Pub: Windlicht","nightlife",c(13.203726, 52.5450672)
"2112","Pub: Tommy's Dart-Treffpunkt","nightlife",c(13.3643705, 52.5616346)
"2113","Pub: Kowski","nightlife",c(13.3415614, 52.5279336)
"2114","Pub: City Camping Biergarten","nightlife",c(13.2568143, 52.5489177)
"2115","Pub: Rebart","nightlife",c(13.3896227, 52.4354882)
"2116","Pub: Palastklause bei Ivan","nightlife",c(13.3269172, 52.427654)
"2117","Pub: Spenerstübchen","nightlife",c(13.3534285, 52.5219213)
"2118","Pub: Straßenbahn","nightlife",c(13.3205501, 52.4772707)
"2119","Pub: The Forsberg","nightlife",c(13.3716422, 52.5444347)
"2120","Pub: Robbys Dart Perle","nightlife",c(13.3547465, 52.4905378)
"2121","Pub: Nordhauser Stübchen","nightlife",c(13.3100516, 52.524707)
"2122","Pub: Berlinchen City","nightlife",c(13.3440683, 52.5031616)
"2123","Pub: Scherer8","nightlife",c(13.3671, 52.5481867)
"2124","Pub: Scotsman","nightlife",c(13.3604004, 52.4807077)
"2125","Pub: Finest's","nightlife",c(13.3304278, 52.5278383)
"2126","Pub: Krissi","nightlife",c(13.3505615, 52.5470626)
"2127","Pub: Kneipchen","nightlife",c(13.3221244, 52.5656985)
"2128","Pub: Schöneberger Pinte","nightlife",c(13.3604752, 52.4812649)
"2129","Pub: Birra","nightlife",c(13.423443, 52.5386496)
"2130","Pub: Multikulti-Treffpunkt","nightlife",c(13.3288675, 52.5302234)
"2131","Pub: Lützow-Stübchen","nightlife",c(13.3624857, 52.5035133)
"2132","Pub: K19","nightlife",c(13.4600856, 52.5131608)
"2133","Pub: f2a_space","nightlife",c(13.4691414, 52.5134535)
"2134","Pub: Morgenstern Eck","nightlife",c(13.3174476, 52.4261651)
"2135","Pub: Canape","nightlife",c(13.3479897, 52.449693)
"2136","Pub: Margarethe F.","nightlife",c(13.4675358, 52.5059649)
"2137","Pub: Zum Thermometer","nightlife",c(13.313035, 52.4117311)
"2138","Pub: Gänsemarkt","nightlife",c(13.2035785, 52.532648)
"2139","Pub: Promenaden Eck","nightlife",c(13.4220857, 52.4757191)
"2140","Pub: Menta","nightlife",c(13.3203536, 52.4971263)
"2141","Pub: Jc bar bistro","nightlife",c(13.4791573, 52.5030197)
"2142","Pub: Cafe Lyrik","nightlife",c(13.4208495, 52.5391513)
"2143","Pub: Muted Horn","nightlife",c(13.4262171, 52.4806544)
"2144","Pub: Simones Kleine Kneipe","nightlife",c(13.4306488, 52.4861427)
"2145","Pub: Pik As","nightlife",c(13.4027352, 52.5295523)
"2146","Pub: DanTra's","nightlife",c(13.3645867, 52.4920033)
"2147","Pub: Lager Lager","nightlife",c(13.4286712, 52.4915205)
"2148","Pub: German Mariners Pub","nightlife",c(13.4480374, 52.521881)
"2149","Pub: Kamin","nightlife",c(13.2921994, 52.4447915)
"2150","Pub: Viktoria","nightlife",c(13.3035494, 52.443642)
"2151","Pub: Latschenpaule","nightlife",c(13.4360377, 52.5350949)
"2152","Pub: S-Bahn Stübchen","nightlife",c(13.4736668, 52.4789504)
"2153","Pub: Schöneberger Herz","nightlife",c(13.3649875, 52.4852575)
"2154","Pub: Bauernstübchen","nightlife",c(13.3993816, 52.3865188)
"2155","Pub: Talk-Inn","nightlife",c(13.3720828, 52.5419196)
"2156","Pub: Oldenburger Klause","nightlife",c(13.3358274, 52.5297036)
"2157","Pub: Tante Olli","nightlife",c(13.3946052, 52.5654521)
"2158","Pub: Smoking Aces","nightlife",c(13.3873575, 52.5268812)
"2159","Pub: Tramps for Friends","nightlife",c(13.3493601, 52.4986216)
"2160","Pub: My Café Bar","nightlife",c(13.3435607, 52.5312584)
"2161","Pub: Stromeck","nightlife",c(13.3430046, 52.5279882)
"2162","Pub: Tiki Tonga","nightlife",c(13.4172128, 52.5019577)
"2163","Pub: Pank-Perle","nightlife",c(13.4172611, 52.5725278)
"2164","Pub: Prager Frühling","nightlife",c(13.4086546, 52.5662681)
"2165","Pub: Brauhaus Lemke am Alex","nightlife",c(13.4079444, 52.5225511)
"2166","Pub: Apo's Theke","nightlife",c(13.3794766, 52.5693205)
"2167","Pub: P60 Bar","nightlife",c(13.3800196, 52.5712515)
"2168","Pub: Zum Fuchsbau","nightlife",c(13.5517157, 52.5464748)
"2169","Pub: The Castle","nightlife",c(13.3884325, 52.5315315)
"2170","Pub: Protokoll Berlin","nightlife",c(13.4570229, 52.5131761)
"2171","Pub: Brinks Treff","nightlife",c(13.2992213, 52.5390794)
"2172","Pub: Rabensteiner Stüble","nightlife",c(13.5802794, 52.5650063)
"2173","Pub: Schranke","nightlife",c(13.5541567, 52.5133032)
"2174","Pub: Goldener Löffel","nightlife",c(13.2965913, 52.5066545)
"2175","Pub: ada bar","nightlife",c(13.1881167, 52.5375321)
"2176","Pub: Zur Hütte","nightlife",c(13.182342, 52.538837)
"2177","Pub: Schicksaal","nightlife",c(13.3891226, 52.5015824)
"2178","Pub: Café Bar Survivor","nightlife",c(13.4291483, 52.4855174)
"2179","Pub: Two Fellas Brewery","nightlife",c(13.4091568, 52.5629578)
"2180","Pub: Murphys Irish Pub","nightlife",c(13.3894811, 52.5075085)
"2181","Pub: Atelier","nightlife",c(13.3507432, 52.5677314)
"2182","Pub: Gaststätte Nordend","nightlife",c(13.4060045, 52.6008058)
"2183","Pub: Sonderbar","nightlife",c(13.1977857, 52.5243903)
"2184","Pub: Bar „Zum Stübchen“","nightlife",c(13.1961119, 52.5264941)
"2185","Pub: café paradise","nightlife",c(13.1970648, 52.531035)
"2186","Pub: Zum Convent","nightlife",c(13.1973706, 52.5314287)
"2187","Pub: To be free","nightlife",c(13.1969944, 52.5329675)
"2188","Pub: Aue 35","nightlife",c(13.318136, 52.4854239)
"2189","Pub: Papa liebt dich","nightlife",c(13.4291478, 52.4868801)
"2190","Pub: The Owl - Burger & Bar","nightlife",c(13.3050517, 52.5137364)
"2191","Pub: Berliner Pub","nightlife",c(13.3417261, 52.5007805)
"2192","Pub: Mitte","nightlife",c(13.4408419, 52.4759428)
"2193","Pub: Marios Pool Lounge","nightlife",c(13.4064071, 52.5535168)
"2194","Pub: Zur Klappe","nightlife",c(13.3871533, 52.4930462)
"2195","Pub: Lugosi","nightlife",c(13.4245748, 52.4974144)
"2196","Pub: Bohnengold","nightlife",c(13.4241772, 52.4975324)
"2197","Pub: Intertank","nightlife",c(13.4254432, 52.4984024)
"2198","Pub: Dreizehn","nightlife",c(13.3422644, 52.4993911)
"2199","Pub: Pub 82","nightlife",c(13.4080064, 52.5537878)
"2200","Pub: Bierfieber","nightlife",c(13.4069074, 52.5538583)
"2201","Pub: Sabrina","nightlife",c(13.2626258, 52.4347724)
"2202","Pub: Timeless","nightlife",c(13.3457115, 52.4795194)
"2203","Pub: Zur fetten Ecke","nightlife",c(13.4454679, 52.4990555)
"2204","Pub: Konrad Tönz","nightlife",c(13.441513, 52.4975414)
"2205","Pub: Golden Finish","nightlife",c(13.4408478, 52.4991453)
"2206","Pub: Redgold1","nightlife",c(13.3419969, 52.499324)
"2207","Pub: SternCafe","nightlife",c(13.5698349, 52.5279568)
"2208","Pub: See-Tank","nightlife",c(13.35008, 52.5490149)
"2209","Pub: Westend-Pinte","nightlife",c(13.269172, 52.5117245)
"2210","Pub: Risky Lounge","nightlife",c(13.4317532, 52.4807417)
"2211","Pub: Zum Tolpatsch","nightlife",c(13.3050441, 52.4183362)
"2212","Pub: Rosis Kiezkneipe","nightlife",c(13.3804243, 52.5506106)
"2213","Pub: Neue Lankwitzer Mühle","nightlife",c(13.3642413, 52.4362203)
"2214","Pub: Liliput","nightlife",c(13.2968745, 52.5290992)
"2215","Pub: Pils-Stübchen","nightlife",c(13.3071832, 52.5077798)
"2216","Pub: La Miniga","nightlife",c(13.4244812, 52.5436408)
"2217","Pub: Mad Monkey Room","nightlife",c(13.4220906, 52.5442346)
"2218","Pub: Zur Altstadt","nightlife",c(13.2048832, 52.5388259)
"2219","Pub: sinberlin","nightlife",c(13.3908695, 52.49156)
"2220","Pub: Ruhlebener Klause","nightlife",c(13.2079646, 52.528843)
"2221","Pub: Zur Erholung","nightlife",c(13.187637, 52.5373769)
"2222","Pub: Zum Freispruch","nightlife",c(13.2993308, 52.5070233)
"2223","Pub: Zum gemütlichen Eck","nightlife",c(13.2082375, 52.5620951)
"2224","Pub: Palace","nightlife",c(13.3752484, 52.4852839)
"2225","Pub: POSH Teckel","nightlife",c(13.4248967, 52.4911247)
"2226","Pub: Capture","nightlife",c(13.4569852, 52.5098238)
"2227","Pub: Bierbar Alkopole","nightlife",c(13.411591, 52.5214746)
"2228","Pub: Bierkeller Biesdorf","nightlife",c(13.5586693, 52.5289508)
"2229","Pub: Cafe Rose 1963","nightlife",c(13.4963314, 52.5070765)
"2230","Pub: Zum Pinsel","nightlife",c(13.3781879, 52.5661497)
"2231","Pub: Aber Hallo","nightlife",c(13.3775704, 52.5638013)
